FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
240520;1700;61;;;
240520;1800;124;;;
240520;1900;125;;;
240520;2000;244;;;
240520;2100;123;;;
240520;2200;55;;;
240520;2300;104;;;
240521;0000;104;;;
240521;0100;115;;;
240521;0200;54;;;
240521;0300;75;;;
240521;0400;109;;;
240521;0500;59;;;
240521;0600;76;;;
240521;0700;123;;;
240521;0800;116;;;
240521;0900;41;;;
240521;1000;18;;;
240521;1100;16;;;
240521;1200;12;;;
240521;1300;16;;;
240521;1400;24;;;
240521;1500;13;;;
240521;1600;27;;;
240521;1700;29;;;
240521;1800;44;;;
240521;1900;102;;;
240521;2000;93;;;
240521;2100;98;;;
240521;2200;68;;;
240521;2300;51;;;
240522;0000;38;;;
240522;0100;18;;;
240522;0200;6;;;
240522;0300;5;;;
240522;0400;6;;;
240522;0500;7;;;
240522;0600;16;;;
240522;0700;27;;;
240522;0800;49;;;
240522;0900;22;;;
240522;1000;15;;;
240522;1100;8;;;
240522;1200;13;;;
240522;1300;32;;;
240522;1400;14;;;
240522;1500;27;;;
240522;1600;64;;;
240522;1700;111;;;
240522;1800;216;;;
240522;1900;236;;;
240522;2000;192;;;
240522;2100;60;;;
240522;2200;27;;;
240522;2300;37;;;
240523;0000;33;;;
240523;0100;25;;;
240523;0200;42;;;
240523;0300;47;;;
240523;0400;42;;;
240523;0500;11;;;
240523;0600;28;;;
240523;0700;60;;;
240523;0800;135;;;
240523;0900;51;;;
240523;1000;20;;;
240523;1100;33;;;
240523;1200;19;;;
240523;1300;24;;;
240523;1400;;;;
240523;1500;;;;
240523;1600;46;;;
240523;1700;111;;;
240523;1800;296;;;
240523;1900;589;;;
240523;2000;404;;;
240523;2100;309;;;
240523;2200;316;;;
240523;2300;367;;;
240524;0000;411;;;
240524;0100;354;;;
240524;0200;298;;;
240524;0300;243;;;
240524;0400;128;;;
240524;0500;122;;;
240524;0600;227;;;
240524;0700;307;;;
240524;0800;480;;;
240524;0900;242;;;
240524;1000;175;;;
240524;1100;94;;;
240524;1200;37;;;
240524;1300;32;;;
240524;1400;34;;;
240524;1500;46;;;
240524;1600;51;;;
240524;1700;177;;;
240524;1800;638;;;
240524;1900;420;;;
240524;2000;230;;;
240524;2100;358;;;
240524;2200;253;;;
240524;2300;627;;;
240525;0000;598;;;
240525;0100;451;;;
240525;0200;361;;;
240525;0300;300;;;
240525;0400;317;;;
240525;0500;277;;;
240525;0600;241;;;
240525;0700;356;;;
240525;0800;570;;;
240525;0900;415;;;
240525;1000;158;;;
240525;1100;85;;;
240525;1200;42;;;
240525;1300;32;;;
240525;1400;38;;;
240525;1500;22;;;
240525;1600;25;;;
240525;1700;73;;;
240525;1800;88;;;
240525;1900;494;;;
240525;2000;530;;;
240525;2100;618;;;
240525;2200;735;;;
240525;2300;440;;;
240526;0000;302;;;
240526;0100;434;;;
240526;0200;242;;;
240526;0300;289;;;
240526;0400;191;;;
240526;0500;205;;;
240526;0600;166;;;
240526;0700;138;;;
240526;0800;226;;;
240526;0900;84;;;
240526;1000;38;;;
240526;1100;29;;;
240526;1200;43;;;
240526;1300;59;;;
240526;1400;37;;;
240526;1500;20;;;
240526;1600;31;;;
240526;1700;173;;;
240526;1800;518;;;
240526;1900;492;;;
240526;2000;530;;;
240526;2100;882;;;
240526;2200;721;;;
240526;2300;850;;;
240527;0000;659;;;
240527;0100;432;;;
240527;0200;213;;;
240527;0300;195;;;
240527;0400;128;;;
240527;0500;99;;;
240527;0600;127;;;
240527;0700;199;;;
240527;0800;204;;;
240527;0900;257;;;
240527;1000;202;;;
240527;1100;28;;;
240527;1200;23;;;
240527;1300;22;;;
240527;1400;24;;;
240527;1500;26;;;
240527;1600;50;;;
240527;1700;37;;;
240527;1800;54;;;
240527;1900;47;;;
240527;2000;47;;;
240527;2100;66;;;
240527;2200;74;;;
240527;2300;67;;;
240528;0000;179;;;
240528;0100;140;;;
240528;0200;170;;;
240528;0300;106;;;
240528;0400;104;;;
240528;0500;43;;;
240528;0600;101;;;
240528;0700;271;;;
240528;0800;186;;;
240528;0900;311;;;
240528;1000;230;;;
240528;1100;119;;;
240528;1200;101;;;
240528;1300;146;;;
240528;1400;190;;;
240528;1500;;;169;
240528;1600;160;;;
240528;1700;193;;;
240528;1800;186;;;
240528;1900;151;;;
240528;2000;207;;;
240528;2100;19;;;
240528;2200;16;;;
240528;2300;21;;;
240529;0000;16;;;
240529;0100;13;;;
240529;0200;14;;;
240529;0300;10;;;
240529;0400;18;;;
240529;0500;16;;;
240529;0600;21;;;
240529;0700;43;;;
240529;0800;31;;;
240529;0900;29;;;
240529;1000;40;;;
240529;1100;14;;;
240529;1200;19;;;
240529;1300;21;;;
240529;1400;22;;;
240529;1500;39;;;
240529;1600;40;;;
240529;1700;115;;;
240529;1800;50;;;
240529;1900;150;;;
240529;2000;218;;;
240529;2100;122;;;
240529;2200;90;;;
240529;2300;42;;;
240530;0000;28;;;
240530;0100;76;;;
240530;0200;38;;;
240530;0300;21;;;
240530;0400;14;;;
240530;0500;25;;;
240530;0600;100;;;
240530;0700;115;;;
240530;0800;48;;;
240530;0900;53;;;
240530;1000;53;;;
240530;1100;36;;;
240530;1200;31;;;
240530;1300;61;;;
240530;1400;58;;;
240530;1500;53;;;
240530;1600;64;;;
240530;1700;201;;;
240530;1800;275;;;
240530;1900;411;;;
240530;2000;407;;;
240530;2100;363;;;
240530;2200;549;;;
240530;2300;370;;;
240531;0000;218;;;
240531;0100;208;;;
240531;0200;91;;;
240531;0300;144;;;
240531;0400;67;;;
240531;0500;53;;;
240531;0600;85;;;
240531;0700;179;;;
240531;0800;289;;;
240531;0900;207;;;
240531;1000;173;;;
240531;1100;110;;;
240531;1200;41;;;
240531;1300;43;;;
240531;1400;66;;;
240531;1500;60;;;
240531;1600;93;;;
240531;1700;100;;;
240531;1800;104;;;
240531;1900;195;;;
240531;2000;70;;;
240531;2100;96;;;
240531;2200;42;;;
240531;2300;57;;;
240601;0000;49;;;
240601;0100;37;;;
240601;0200;25;;;
240601;0300;19;;;
240601;0400;28;;;
240601;0500;53;;;
240601;0600;64;;;
240601;0700;48;;;
240601;0800;76;;;
240601;0900;52;;;
240601;1000;81;;;
240601;1100;40;;;
240601;1200;33;;;
240601;1300;25;;;
240601;1400;31;;;
240601;1500;41;;;
240601;1600;46;;;
240601;1700;54;;;
240601;1800;71;;;
240601;1900;162;;;
240601;2000;254;;;
240601;2100;479;;;
240601;2200;505;;;
240601;2300;324;;;
240602;0000;160;;;
240602;0100;189;;;
240602;0200;212;;;
240602;0300;243;;;
240602;0400;162;;;
240602;0500;114;;;
240602;0600;53;;;
240602;0700;28;;;
240602;0800;36;;;
240602;0900;38;;;
240602;1000;72;;;
240602;1100;63;;;
240602;1200;102;;;
240602;1300;75;;;
240602;1400;43;;;
240602;1500;55;;;
240602;1600;86;;;
240602;1700;88;;;
240602;1800;106;;;
240602;1900;88;;;
240602;2000;101;;;
240602;2100;111;;;
240602;2200;100;;;
240602;2300;86;;;
240603;0000;44;;;
240603;0100;59;;;
240603;0200;46;;;
240603;0300;46;;;
240603;0400;35;;;
240603;0500;28;;;
240603;0600;19;;;
240603;0700;40;;;
240603;0800;60;;;
240603;0900;76;;;
240603;1000;109;;;
240603;1100;84;;;
240603;1200;193;;;
240603;1300;65;;;
240603;1400;137;;;
240603;1500;87;;;
240603;1600;96;;;
240603;1700;208;;;
240603;1800;207;;;
240603;1900;142;;;
240603;2000;127;;;
240603;2100;289;;;
240603;2200;391;;;
240603;2300;277;;;
240604;0000;141;;;
240604;0100;137;;;
240604;0200;225;;;
240604;0300;129;;;
240604;0400;65;;;
240604;0500;40;;;
240604;0600;108;;;
240604;0700;196;;;
240604;0800;363;;;
240604;0900;285;;;
240604;1000;184;;;
240604;1100;136;;;
240604;1200;65;;;
240604;1300;61;;;
240604;1400;72;;;
240604;1500;;;;
240604;1600;113;;;
240604;1700;121;;;
240604;1800;135;;;
240604;1900;171;;;
240604;2000;115;;;
240604;2100;201;;;
240604;2200;132;;;
240604;2300;149;;;
240605;0000;178;;;
240605;0100;150;;;
240605;0200;122;;;
240605;0300;136;;;
240605;0400;157;;;
240605;0500;119;;;
240605;0600;136;;;
240605;0700;100;;;
240605;0800;178;;;
240605;0900;49;;;
240605;1000;31;;;
240605;1100;30;;;
240605;1200;19;;;
240605;1300;19;;;
240605;1400;50;;;
240605;1500;43;;;
240605;1600;25;;;
240605;1700;93;;;
240605;1800;52;;;
240605;1900;181;;;
240605;2000;207;;;
240605;2100;293;;;
240605;2200;159;;;
240605;2300;186;;;
240606;0000;163;;;
240606;0100;65;;;
240606;0200;82;;;
240606;0300;87;;;
240606;0400;72;;;
240606;0500;80;;;
240606;0600;61;;;
240606;0700;94;;;
240606;0800;58;;;
240606;0900;240;;;
240606;1000;158;;;
240606;1100;68;;;
240606;1200;61;;;
240606;1300;120;;;
240606;1400;128;;;
240606;1500;94;;;
240606;1600;77;;;
240606;1700;178;;;
240606;1800;104;;;
240606;1900;206;;;
240606;2000;170;;;
240606;2100;232;;;
240606;2200;158;;;
240606;2300;131;;;
240607;0000;134;;;
240607;0100;105;;;
240607;0200;60;;;
240607;0300;52;;;
240607;0400;32;;;
240607;0500;29;;;
240607;0600;58;;;
240607;0700;144;;;
240607;0800;56;;;
240607;0900;86;;;
240607;1000;107;;;
240607;1100;94;;;
240607;1200;77;;;
240607;1300;56;;;
240607;1400;59;;;
240607;1500;62;;;
240607;1600;92;;;
240607;1700;141;;;
240607;1800;184;;;
240607;1900;231;;;
240607;2000;131;;;
240607;2100;231;;;
240607;2200;186;;;
240607;2300;243;;;
240608;0000;171;;;
240608;0100;57;;;
240608;0200;73;;;
240608;0300;54;;;
240608;0400;80;;;
240608;0500;73;;;
240608;0600;73;;;
240608;0700;82;;;
240608;0800;62;;;
240608;0900;90;;;
240608;1000;72;;;
240608;1100;175;;;
240608;1200;114;;;
240608;1300;187;;;
240608;1400;257;;;
240608;1500;344;;;
240608;1600;407;;;
240608;1700;246;;;
240608;1800;215;;;
240608;1900;69;;;
240608;2000;132;;;
240608;2100;85;;;
240608;2200;39;;;
240608;2300;56;;;
240609;0000;23;;;
240609;0100;14;;;
240609;0200;22;;;
240609;0300;11;;;
240609;0400;26;;;
240609;0500;15;;;
240609;0600;32;;;
240609;0700;32;;;
240609;0800;50;;;
240609;0900;56;;;
240609;1000;57;;;
240609;1100;56;;;
240609;1200;50;;;
240609;1300;43;;;
240609;1400;76;;;
240609;1500;112;;;
240609;1600;134;;;
240609;1700;134;;;
240609;1800;302;;;
240609;1900;251;;;
240609;2000;177;;;
240609;2100;293;;;
240609;2200;252;;;
240609;2300;244;;;
240610;0000;59;;;
240610;0100;35;;;
240610;0200;45;;;
240610;0300;22;;;
240610;0400;43;;;
240610;0500;58;;;
240610;0600;60;;;
240610;0700;99;;;
240610;0800;158;;;
240610;0900;195;;;
240610;1000;118;;;
240610;1100;107;;;
240610;1200;82;;;
240610;1300;38;;;
240610;1400;33;;;
240610;1500;49;;;
240610;1600;90;;;
240610;1700;132;;;
240610;1800;140;;;
240610;1900;119;;;
240610;2000;173;;;
240610;2100;130;;;
240610;2200;126;;;
240610;2300;129;;;
240611;0000;147;;;
240611;0100;59;;;
240611;0200;51;;;
240611;0300;132;;;
240611;0400;106;;;
240611;0500;68;;;
240611;0600;71;;;
240611;0700;124;;;
240611;0800;153;;;
240611;0900;131;;;
240611;1000;37;;;
240611;1100;49;;;
240611;1200;89;;;
240611;1300;25;;;
240611;1400;24;;;
240611;1500;18;;;
240611;1600;31;;;
240611;1700;88;;;
240611;1800;253;;;
240611;1900;78;;;
240611;2000;170;;;
240611;2100;249;;;
240611;2200;321;;;
240611;2300;167;;;
240612;0000;41;;;
240612;0100;33;;;
240612;0200;71;;;
240612;0300;64;;;
240612;0400;27;;;
240612;0500;10;;;
240612;0600;33;;;
240612;0700;55;;;
240612;0800;62;;;
240612;0900;74;;;
240612;1000;52;;;
240612;1100;83;;;
240612;1200;40;;;
240612;1300;86;;;
240612;1400;101;;;
240612;1500;86;;;
240612;1600;139;;;
240612;1700;149;;;
240612;1800;312;;;
240612;1900;229;;;
240612;2000;200;;;
240612;2100;307;;;
240612;2200;222;;;
240612;2300;167;;;
240613;0000;73;;;
240613;0100;76;;;
240613;0200;61;;;
240613;0300;69;;;
240613;0400;44;;;
240613;0500;48;;;
240613;0600;53;;;
240613;0700;86;;;
240613;0800;89;;;
240613;0900;146;;;
240613;1000;103;;;
240613;1100;123;;;
240613;1200;31;;;
240613;1300;63;;;
240613;1400;29;;;
240613;1500;24;;;
240613;1600;24;;;
240613;1700;97;;;
240613;1800;200;;;
240613;1900;102;;;
240613;2000;31;;;
240613;2100;24;;;
240613;2200;23;;;
240613;2300;36;;;
240614;0000;26;;;
240614;0100;20;;;
240614;0200;19;;;
240614;0300;12;;;
240614;0400;14;;;
240614;0500;10;;;
240614;0600;10;;;
240614;0700;22;;;
240614;0800;45;;;
240614;0900;34;;;
240614;1000;14;;;
240614;1100;16;;;
240614;1200;13;;;
240614;1300;17;;;
240614;1400;20;;;
240614;1500;26;;;
240614;1600;35;;;
240614;1700;44;;;
240614;1800;34;;;
240614;1900;31;;;
240614;2000;39;;;
240614;2100;25;;;
240614;2200;26;;;
240614;2300;17;;;
240615;0000;12;;;
240615;0100;9;;;
240615;0200;6;;;
240615;0300;10;;;
240615;0400;8;;;
240615;0500;5;;;
240615;0600;6;;;
240615;0700;13;;;
240615;0800;21;;;
240615;0900;36;;;
240615;1000;30;;;
240615;1100;25;;;
240615;1200;25;;;
240615;1300;16;;;
240615;1400;16;;;
240615;1500;22;;;
240615;1600;53;;;
240615;1700;68;;;
240615;1800;71;;;
240615;1900;41;;;
240615;2000;50;;;
240615;2100;76;;;
240615;2200;65;;;
240615;2300;50;;;
240616;0000;103;;;
240616;0100;24;;;
240616;0200;27;;;
240616;0300;75;;;
240616;0400;9;;;
240616;0500;12;;;
240616;0600;19;;;
240616;0700;41;;;
240616;0800;38;;;
240616;0900;52;;;
240616;1000;43;;;
240616;1100;37;;;
240616;1200;67;;;
240616;1300;92;;;
240616;1400;73;;;
240616;1500;73;;;
240616;1600;124;;;
240616;1700;153;;;
240616;1800;183;;;
240616;1900;156;;;
240616;2000;147;;;
240616;2100;143;;;
240616;2200;107;;;
240616;2300;56;;;
240617;0000;67;;;
240617;0100;63;;;
240617;0200;48;;;
240617;0300;32;;;
240617;0400;28;;;
240617;0500;39;;;
240617;0600;71;;;
240617;0700;55;;;
240617;0800;88;;;
240617;0900;100;;;
240617;1000;88;;;
240617;1100;54;;;
240617;1200;57;;;
240617;1300;95;;;
240617;1400;97;;;
240617;1500;60;;;
240617;1600;55;;;
240617;1700;95;;;
240617;1800;79;;;
240617;1900;102;;;
240617;2000;191;;;
240617;2100;153;;;
240617;2200;54;;;
240617;2300;47;;;
240618;0000;37;;;
240618;0100;30;;;
240618;0200;18;;;
240618;0300;14;;;
240618;0400;10;;;
240618;0500;9;;;
240618;0600;19;;;
240618;0700;49;;;
240618;0800;76;;;
240618;0900;107;;;
240618;1000;95;;;
240618;1100;99;;;
240618;1200;104;;;
240618;1300;111;;;
240618;1400;98;;;
240618;1500;116;;;
240618;1600;97;;;
240618;1700;94;;;
240618;1800;59;;;
240618;1900;63;;;
240618;2000;100;;;
240618;2100;180;;;
240618;2200;101;;;
240618;2300;76;;;
240619;0000;51;;;
240619;0100;62;;;
240619;0200;59;;;
240619;0300;30;;;
240619;0400;41;;;
240619;0500;35;;;
240619;0600;69;;;
240619;0700;97;;;
240619;0800;99;;;
240619;0900;97;;;
240619;1000;132;;;
240619;1100;100;;;
240619;1200;80;;;
240619;1300;47;;;
240619;1400;80;;;
240619;1500;73;;;
240619;1600;66;;;
240619;1700;65;;;
240619;1800;73;;;
240619;1900;62;;;
240619;2000;72;;;
240619;2100;44;;;
240619;2200;38;;;
240619;2300;33;;;
240620;0000;21;;;
240620;0100;18;;;
240620;0200;15;;;
240620;0300;9;;;
240620;0400;8;;;
240620;0500;10;;;
240620;0600;11;;;
240620;0700;7;;;
240620;0800;16;;;
240620;0900;28;;;
240620;1000;36;;;
240620;1100;43;;;
240620;1200;35;;;
240620;1300;38;;;
240620;1400;34;;;
240620;1500;34;;;
240620;1600;46;;;
240620;1700;74;;;
240620;1800;54;;;
240620;1900;29;;;
240620;2000;60;;;
240620;2100;84;;;
240620;2200;91;;;
240620;2300;68;;;
240621;0000;52;;;
240621;0100;45;;;
240621;0200;37;;;
240621;0300;22;;;
240621;0400;17;;;
240621;0500;38;;;
240621;0600;37;;;
240621;0700;36;;;
240621;0800;48;;;
240621;0900;123;;;
240621;1000;104;;;
240621;1100;226;;;
240621;1200;237;;;
240621;1300;103;;;
240621;1400;85;;;
240621;1500;142;;;
240621;1600;243;;;
240621;1700;379;;;
240621;1800;326;;;
240621;1900;270;;;
240621;2000;195;;;
240621;2100;218;;;
240621;2200;311;;;
240621;2300;448;;;
240622;0000;137;;;
240622;0100;94;;;
240622;0200;101;;;
240622;0300;85;;;
240622;0400;71;;;
240622;0500;89;;;
240622;0600;99;;;
240622;0700;94;;;
240622;0800;99;;;
240622;0900;52;;;
240622;1000;85;;;
240622;1100;85;;;
240622;1200;118;;;
240622;1300;125;;;
240622;1400;157;;;
240622;1500;139;;;
240622;1600;156;;;
240622;1700;155;;;
240622;1800;142;;;
240622;1900;115;;;
240622;2000;76;;;
240622;2100;60;;;
240622;2200;107;;;
240622;2300;145;;;
240623;0000;75;;;
240623;0100;60;;;
240623;0200;26;;;
240623;0300;32;;;
240623;0400;29;;;
240623;0500;31;;;
240623;0600;28;;;
240623;0700;59;;;
240623;0800;77;;;
240623;0900;107;;;
240623;1000;129;;;
240623;1100;126;;;
240623;1200;112;;;
240623;1300;126;;;
240623;1400;162;;;
240623;1500;116;;;
240623;1600;144;;;
240623;1700;129;;;
240623;1800;205;;;
240623;1900;186;;;
240623;2000;346;;;
240623;2100;480;;;
240623;2200;817;;;
240623;2300;863;;;
240624;0000;539;;;
240624;0100;518;;;
240624;0200;261;;;
240624;0300;174;;;
240624;0400;200;;;
240624;0500;98;;;
240624;0600;126;;;
240624;0700;95;;;
240624;0800;213;;;
240624;0900;142;;;
240624;1000;133;;;
240624;1100;165;;;
240624;1200;164;;;
240624;1300;305;;;
240624;1400;232;;;
240624;1500;314;;;
240624;1600;60;;;
240624;1700;194;;;
240624;1800;474;;;
240624;1900;79;;;
240624;2000;74;;;
240624;2100;361;;;
240624;2200;349;;;
240624;2300;228;;;
240625;0000;44;;;
240625;0100;25;;;
240625;0200;24;;;
240625;0300;13;;;
240625;0400;9;;;
240625;0500;13;;;
240625;0600;30;;;
240625;0700;33;;;
240625;0800;21;;;
240625;0900;9;;;
240625;1000;16;;;
240625;1100;13;;;
240625;1200;15;;;
240625;1300;18;;;
240625;1400;38;;;
240625;1500;26;;;
240625;1600;28;;;
240625;1700;84;;;
240625;1800;145;;;
240625;1900;135;;;
240625;2000;69;;;
240625;2100;39;;;
240625;2200;134;;;
240625;2300;55;;;
240626;0000;35;;;
240626;0100;43;;;
240626;0200;29;;;
240626;0300;21;;;
240626;0400;14;;;
240626;0500;29;;;
240626;0600;54;;;
240626;0700;151;;;
240626;0800;80;;;
240626;0900;72;;;
240626;1000;54;;;
240626;1100;53;;;
240626;1200;52;;;
240626;1300;48;;;
240626;1400;57;;;
240626;1500;73;;;
240626;1600;116;;;
240626;1700;186;;;
240626;1800;104;;;
240626;1900;103;;;
240626;2000;79;;;
240626;2100;50;;;
240626;2200;105;;;
240626;2300;39;;;
240627;0000;46;;;
240627;0100;30;;;
240627;0200;23;;;
240627;0300;24;;;
240627;0400;24;;;
240627;0500;53;;;
240627;0600;21;;;
240627;0700;25;;;
240627;0800;30;;;
240627;0900;38;;;
240627;1000;42;;;
240627;1100;63;;;
240627;1200;40;;;
240627;1300;37;;;
240627;1400;30;;;
240627;1500;26;;;
240627;1600;43;;;
240627;1700;151;;;
240627;1800;411;;;
240627;1900;375;;;
240627;2000;143;;;
240627;2100;306;;;
240627;2200;219;;;
240627;2300;43;;;
240628;0000;44;;;
240628;0100;36;;;
240628;0200;25;;;
240628;0300;31;;;
240628;0400;16;;;
240628;0500;25;;;
240628;0600;43;;;
240628;0700;;;;
240628;0800;179;;;
240628;0900;44;;;
240628;1000;54;;;
240628;1100;21;;;
240628;1200;26;;;
240628;1300;25;;;
240628;1400;30;;;
240628;1500;26;;;
240628;1600;44;;;
240628;1700;113;;;
240628;1800;101;;;
240628;1900;204;;;
240628;2000;131;;;
240628;2100;218;;;
240628;2200;145;;;
240628;2300;90;;;
240629;0000;196;;;
240629;0100;178;;;
240629;0200;95;;;
240629;0300;58;;;
240629;0400;40;;;
240629;0500;21;;;
240629;0600;28;;;
240629;0700;45;;;
240629;0800;96;;;
240629;0900;129;;;
240629;1000;52;;;
240629;1100;31;;;
240629;1200;25;;;
240629;1300;20;;;
240629;1400;19;;;
240629;1500;33;;;
240629;1600;51;;;
240629;1700;95;;;
240629;1800;124;;;
240629;1900;98;;;
240629;2000;77;;;
240629;2100;83;;;
240629;2200;39;;;
240629;2300;72;;;
240630;0000;43;;;
240630;0100;48;;;
240630;0200;33;;;
240630;0300;49;;;
240630;0400;33;;;
240630;0500;48;;;
240630;0600;26;;;
240630;0700;96;;;
240630;0800;33;;;
240630;0900;19;;;
240630;1000;26;;;
240630;1100;23;;;
240630;1200;20;;;
240630;1300;22;;;
240630;1400;24;;;
240630;1500;22;;;
240630;1600;38;;;
240630;1700;48;;;
240630;1800;40;;;
240630;1900;40;;;
240630;2000;47;;;
240630;2100;29;;;
240630;2200;72;;;
240630;2300;50;;;
240701;0000;20;;;
240701;0100;18;;;
240701;0200;11;;;
240701;0300;7;;;
240701;0400;20;;;
240701;0500;19;;;
240701;0600;11;;;
240701;0700;47;;;
240701;0800;41;;;
240701;0900;32;;;
240701;1000;31;;;
240701;1100;29;;;
240701;1200;17;;;
240701;1300;20;;;
240701;1400;17;;;
240701;1500;23;;;
240701;1600;36;;;
240701;1700;48;;;
240701;1800;144;;;
240701;1900;241;;;
240701;2000;207;;;
240701;2100;150;;;
240701;2200;196;;;
240701;2300;230;;;
240702;0000;164;;;
240702;0100;104;;;
240702;0200;98;;;
240702;0300;128;;;
240702;0400;97;;;
240702;0500;19;;;
240702;0600;45;;;
240702;0700;174;;;
240702;0800;48;;;
240702;0900;35;;;
240702;1000;25;;;
240702;1100;22;;;
240702;1200;23;;;
240702;1300;19;;;
240702;1400;24;;;
240702;1500;16;;;
240702;1600;34;;;
240702;1700;32;;;
240702;1800;32;;;
240702;1900;50;;;
240702;2000;58;;;
240702;2100;24;;;
240702;2200;46;;;
240702;2300;43;;;
240703;0000;29;;;
240703;0100;31;;;
240703;0200;11;;;
240703;0300;36;;;
240703;0400;8;;;
240703;0500;8;;;
240703;0600;14;;;
240703;0700;;;;
240703;0800;;;;
240703;0900;79;;;
240703;1000;40;;;
240703;1100;50;;;
240703;1200;16;;;
240703;1300;27;;;
240703;1400;29;;;
240703;1500;39;;;
240703;1600;22;;;
240703;1700;52;;;
240703;1800;54;;;
240703;1900;33;;;
240703;2000;42;;;
240703;2100;38;;;
240703;2200;;;;
240703;2300;24;;;
240704;0000;50;;;
240704;0100;35;;;
240704;0200;25;;;
240704;0300;29;;;
240704;0400;23;;;
240704;0500;;;;
240704;0600;;;;
240704;0700;45;;;
240704;0800;46;;;
240704;0900;44;;;
240704;1000;26;;;
240704;1100;32;;;
240704;1200;29;;;
240704;1300;21;;;
240704;1400;23;;;
240704;1500;25;;;
240704;1600;47;;;
240704;1700;80;;;
240704;1800;98;;;
240704;1900;80;;;
240704;2000;159;;;
240704;2100;106;;;
240704;2200;212;;;
240704;2300;;;;
240705;0000;98;;;
240705;0100;58;;;
240705;0200;;;;
240705;0300;35;;;
240705;0400;24;;;
240705;0500;31;;;
240705;0600;42;;;
240705;0700;60;;;
240705;0800;75;;;
240705;0900;35;;;
240705;1000;30;;;
240705;1100;17;;;
240705;1200;25;;;
240705;1300;19;;;
240705;1400;18;;;
240705;1500;42;;;
240705;1600;34;;;
240705;1700;52;;;
240705;1800;69;;;
240705;1900;111;;;
240705;2000;75;;;
240705;2100;119;;;
240705;2200;154;;;
240705;2300;201;;;
240706;0000;109;;;
240706;0100;;;;
240706;0200;82;;;
240706;0300;66;;;
240706;0400;49;;;
240706;0500;59;;;
240706;0600;38;;;
240706;0700;49;;;
240706;0800;55;;;
240706;0900;50;;;
240706;1000;92;;;
240706;1100;88;;;
240706;1200;82;;;
240706;1300;80;;;
240706;1400;51;;;
240706;1500;52;;;
240706;1600;62;;;
240706;1700;73;;;
240706;1800;101;;;
240706;1900;107;;;
240706;2000;91;;;
240706;2100;144;;;
240706;2200;123;;;
240706;2300;79;;;
240707;0000;86;;;
240707;0100;57;;;
240707;0200;94;;;
240707;0300;46;;;
240707;0400;62;;;
240707;0500;58;;;
240707;0600;10;;;
240707;0700;59;;;
240707;0800;95;;;
240707;0900;78;;;
240707;1000;26;;;
240707;1100;35;;;
240707;1200;11;;;
240707;1300;13;;;
240707;1400;16;;;
240707;1500;21;;;
240707;1600;25;;;
240707;1700;47;;;
240707;1800;120;;;
240707;1900;184;;;
240707;2000;286;;;
240707;2100;159;;;
240707;2200;159;;;
240707;2300;77;;;
240708;0000;73;;;
240708;0100;36;;;
240708;0200;21;;;
240708;0300;9;;;
240708;0400;13;;;
240708;0500;9;;;
240708;0600;18;;;
240708;0700;47;;;
240708;0800;133;;;
240708;0900;162;;;
240708;1000;118;;;
240708;1100;61;;;
240708;1200;54;;;
240708;1300;34;;;
240708;1400;34;;;
240708;1500;52;;;
240708;1600;81;;;
240708;1700;103;;;
240708;1800;264;;;
240708;1900;407;;;
240708;2000;191;;;
240708;2100;629;;;
240708;2200;480;;;
240708;2300;602;;;
240709;0000;223;;;
240709;0100;466;;;
240709;0200;276;;;
240709;0300;330;;;
240709;0400;228;;;
240709;0500;217;;;
240709;0600;249;;;
240709;0700;237;;;
240709;0800;266;;;
240709;0900;313;;;
240709;1000;88;;;
240709;1100;99;;;
240709;1200;175;;;
240709;1300;112;;;
240709;1400;83;;;
240709;1500;40;;;
240709;1600;38;;;
240709;1700;49;;;
240709;1800;40;;;
240709;1900;56;;;
240709;2000;40;;;
240709;2100;50;;;
240709;2200;44;;;
240709;2300;29;;;
240710;0000;20;;;
240710;0100;9;;;
240710;0200;15;;;
240710;0300;;;;
240710;0400;30;;;
240710;0500;10;;;
240710;0600;;;;
240710;0700;43;;;
240710;0800;42;;;
240710;0900;62;;;
240710;1000;21;;;
240710;1100;24;;;
240710;1200;17;;;
240710;1300;18;;;
240710;1400;24;;;
240710;1500;30;;;
240710;1600;34;;;
240710;1700;68;;;
240710;1800;99;;;
240710;1900;101;;;
240710;2000;134;;;
240710;2100;66;;;
240710;2200;194;;;
240710;2300;424;;;
240711;0000;;;;
240711;0100;157;;;
240711;0200;169;;;
240711;0300;;;;
240711;0400;39;;;
240711;0500;7;;;
240711;0600;10;;;
240711;0700;;;;
240711;0800;28;;;
240711;0900;15;;;
240711;1000;22;;;
240711;1100;15;;;
240711;1200;18;;;
240711;1300;20;;;
240711;1400;15;;;
240711;1500;20;;;
240711;1600;23;;;
240711;1700;53;;;
240711;1800;80;;;
240711;1900;89;;;
240711;2000;71;;;
240711;2100;50;;;
240711;2200;72;;;
240711;2300;52;;;
240712;0000;32;;;
240712;0100;73;;;
240712;0200;75;;;
240712;0300;;;;
240712;0400;;;;
240712;0500;10;;;
240712;0600;19;;;
240712;0700;;;;
240712;0800;;;;
240712;0900;45;;;
240712;1000;50;;;
240712;1100;57;;;
240712;1200;95;;;
240712;1300;;;;
240712;1400;;;;
