FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
241218;0600;6;;;
241218;0700;8;;;
241218;0800;6;;;
241218;0900;6;;;
241218;1000;4;;;
241218;1100;7;;;
241218;1200;5;;;
241218;1300;1;;;
241218;1400;6;;;
241218;1500;7;;;
241218;1600;4;;;
241218;1700;5;;;
241218;1800;8;;;
241218;1900;10;;;
241218;2000;8;;;
241218;2100;4;;;
241218;2200;5;;;
241218;2300;6;;;
241219;0000;5;;;
241219;0100;4;;;
241219;0200;3;;;
241219;0300;1;;;
241219;0400;1;;;
241219;0500;2;;;
241219;0600;8;;;
241219;0700;14;;;
241219;0800;8;;;
241219;0900;8;;;
241219;1000;14;;;
241219;1100;12;;;
241219;1200;9;;;
241219;1300;6;;;
241219;1400;8;;;
241219;1500;8;;;
241219;1600;5;;;
241219;1700;8;;;
241219;1800;11;;;
241219;1900;23;;;
241219;2000;11;;;
241219;2100;14;;;
241219;2200;8;;;
241219;2300;5;;;
241220;0000;5;;;
241220;0100;4;;;
241220;0200;4;;;
241220;0300;1;;;
241220;0400;1;;;
241220;0500;2;;;
241220;0600;2;;;
241220;0700;5;;;
241220;0800;11;;;
241220;0900;8;;;
241220;1000;7;;;
241220;1100;6;;;
241220;1200;6;;;
241220;1300;3;;;
241220;1400;1;;;
241220;1500;2;;;
241220;1600;3;;;
241220;1700;5;;;
241220;1800;6;;;
241220;1900;9;;;
241220;2000;15;;;
241220;2100;8;;;
241220;2200;6;;;
241220;2300;4;;;
241221;0000;4;;;
241221;0100;5;;;
241221;0200;4;;;
241221;0300;5;;;
241221;0400;20;;;
241221;0500;26;;;
241221;0600;9;;;
241221;0700;6;;;
241221;0800;3;;;
241221;0900;3;;;
241221;1000;2;;;
241221;1100;1;;;
241221;1200;1;;;
241221;1300;1;;;
241221;1400;2;;;
241221;1500;1;;;
241221;1600;;;;
241221;1700;6;;;
241221;1800;3;;;
241221;1900;5;;;
241221;2000;10;;;
241221;2100;12;;;
241221;2200;8;;;
241221;2300;12;;;
241222;0000;9;;;
241222;0100;5;;;
241222;0200;3;;;
241222;0300;4;;;
241222;0400;4;;;
241222;0500;4;;;
241222;0600;4;;;
241222;0700;9;;;
241222;0800;6;;;
241222;0900;2;;;
241222;1000;1;;;
241222;1100;1;;;
241222;1200;1;;;
241222;1300;2;;;
241222;1400;4;;;
241222;1500;7;;;
241222;1600;4;;;
241222;1700;3;;;
241222;1800;1;;;
241222;1900;10;;;
241222;2000;15;;;
241222;2100;10;;;
241222;2200;6;;;
241222;2300;2;;;
241223;0000;1;;;
241223;0100;1;;;
241223;0200;1;;;
241223;0300;1;;;
241223;0400;1;;;
241223;0500;1;;;
241223;0600;1;;;
241223;0700;3;;;
241223;0800;3;;;
241223;0900;4;;;
241223;1000;4;;;
241223;1100;2;;;
241223;1200;1;;;
241223;1300;1;;;
241223;1400;1;;;
241223;1500;1;;;
241223;1600;1;;;
241223;1700;1;;;
241223;1800;2;;;
241223;1900;3;;;
241223;2000;11;;;
241223;2100;10;;;
241223;2200;31;;;
241223;2300;6;;;
241224;0000;12;;;
241224;0100;8;;;
241224;0200;5;;;
241224;0300;2;;;
241224;0400;1;;;
241224;0500;6;;;
241224;0600;5;;;
241224;0700;4;;;
241224;0800;5;;;
241224;0900;4;;;
241224;1000;2;;;
241224;1100;1;;;
241224;1200;1;;;
241224;1300;1;;;
241224;1400;1;;;
241224;1500;1;;;
241224;1600;1;;;
241224;1700;1;;;
241224;1800;7;;;
241224;1900;18;;;
241224;2000;26;;;
241224;2100;8;;;
241224;2200;10;;;
241224;2300;15;;;
241225;0000;32;;;
241225;0100;19;;;
241225;0200;8;;;
241225;0300;7;;;
241225;0400;6;;;
241225;0500;3;;;
241225;0600;7;;;
241225;0700;12;;;
241225;0800;7;;;
241225;0900;8;;;
241225;1000;8;;;
241225;1100;5;;;
241225;1200;4;;;
241225;1300;4;;;
241225;1400;4;;;
241225;1500;5;;;
241225;1600;4;;;
241225;1700;5;;;
241225;1800;3;;;
241225;1900;1;;;
241225;2000;8;;;
241225;2100;19;;;
241225;2200;7;;;
241225;2300;3;;;
241226;0000;2;;;
241226;0100;4;;;
241226;0200;1;;;
241226;0300;1;;;
241226;0400;2;;;
241226;0500;5;;;
241226;0600;4;;;
241226;0700;2;;;
241226;0800;4;;;
241226;0900;2;;;
241226;1000;1;;;
241226;1100;2;;;
241226;1200;3;;;
241226;1300;2;;;
241226;1400;1;;;
241226;1500;1;;;
241226;1600;1;;;
241226;1700;1;;;
241226;1800;1;;;
241226;1900;1;;;
241226;2000;2;;;
241226;2100;4;;;
241226;2200;3;;;
241226;2300;1;;;
241227;0000;4;;;
241227;0100;5;;;
241227;0200;2;;;
241227;0300;1;;;
241227;0400;3;;;
241227;0500;9;;;
241227;0600;12;;;
241227;0700;7;;;
241227;0800;5;;;
241227;0900;4;;;
241227;1000;6;;;
241227;1100;4;;;
241227;1200;2;;;
241227;1300;2;;;
241227;1400;1;;;
241227;1500;1;;;
241227;1600;1;;;
241227;1700;1;;;
241227;1800;3;;;
241227;1900;5;;;
241227;2000;11;;;
241227;2100;42;;;
241227;2200;41;;;
241227;2300;20;;;
241228;0000;11;;;
241228;0100;15;;;
241228;0200;7;;;
241228;0300;5;;;
241228;0400;6;;;
241228;0500;12;;;
241228;0600;21;;;
241228;0700;2;;;
241228;0800;10;;;
241228;0900;10;;;
241228;1000;5;;;
241228;1100;4;;;
241228;1200;3;;;
241228;1300;1;;;
241228;1400;1;;;
241228;1500;1;;;
241228;1600;1;;;
241228;1700;1;;;
241228;1800;1;;;
241228;1900;2;;;
241228;2000;5;;;
241228;2100;4;;;
241228;2200;1;;;
241228;2300;3;;;
241229;0000;2;;;
241229;0100;3;;;
241229;0200;4;;;
241229;0300;2;;;
241229;0400;1;;;
241229;0500;7;;;
241229;0600;10;;;
241229;0700;6;;;
241229;0800;4;;;
241229;0900;6;;;
241229;1000;3;;;
241229;1100;1;;;
241229;1200;1;;;
241229;1300;2;;;
241229;1400;2;;;
241229;1500;1;;;
241229;1600;1;;;
241229;1700;3;;;
241229;1800;3;;;
241229;1900;3;;;
241229;2000;3;;;
241229;2100;5;;;
241229;2200;3;;;
241229;2300;1;;;
241230;0000;1;;;
241230;0100;1;;;
241230;0200;1;;;
241230;0300;1;;;
241230;0400;1;;;
241230;0500;4;;;
241230;0600;5;;;
241230;0700;6;;;
241230;0800;7;;;
241230;0900;8;;;
241230;1000;12;;;
241230;1100;10;;;
241230;1200;8;;;
241230;1300;4;;;
241230;1400;3;;;
241230;1500;5;;;
241230;1600;3;;;
241230;1700;9;;;
241230;1800;6;;;
241230;1900;2;;;
241230;2000;6;;;
241230;2100;8;;;
241230;2200;8;;;
241230;2300;7;;;
241231;0000;4;;;
241231;0100;2;;;
241231;0200;1;;;
241231;0300;1;;;
241231;0400;1;;;
241231;0500;1;;;
241231;0600;8;;;
241231;0700;15;;;
241231;0800;10;;;
241231;0900;6;;;
241231;1000;12;;;
241231;1100;10;;;
241231;1200;6;;;
241231;1300;4;;;
241231;1400;3;;;
241231;1500;6;;;
241231;1600;6;;;
241231;1700;14;;;
241231;1800;25;;;
241231;1900;21;;;
241231;2000;12;;;
241231;2100;17;;;
241231;2200;12;;;
241231;2300;12;;;
